0,19999
1,5804
2,8396
3,7622
4,4760
5,4559
6,4040
7,3850
8,3186
9,2805
10,2338
11,2285
12,2126
13,2105
14,1958
15,1918
16,1782
17,1755
18,1460
19,1352
20,1180
21,1177
22,1166
23,1139
24,1120
25,1090
26,1068
27,1080
28,992
29,986
30,978
31,958
32,942
33,926
34,874
35,883
36,836
37,835
38,628
39,625
40,622
41,605
42,594
43,593
44,584
45,587
46,578
47,564
48,564
49,570
50,544
51,549
52,506
53,523
54,530
55,545
56,534
57,515
58,500
59,494
60,494
61,493
62,490
63,486
64,456
65,468
66,460
67,457
68,458
69,450
70,432
71,442
72,438
73,431
74,414
75,416
76,418
77,371
78,306
79,309
80,310
81,315
82,300
83,296
84,300
85,295
86,306
87,303
88,294
89,294
90,292
91,293
92,296
93,291
94,294
95,292
96,262
97,274
98,280
99,284
100,286
101,278
102,276
103,282
104,270
105,252
106,272
107,274
108,262
109,266
110,264
111,269
112,284
113,286
114,248
115,247
116,252
117,259
118,234
119,231
120,262
121,257
122,242
123,245
124,244
125,242
126,252
127,246
128,244
129,233
130,236
131,244
132,228
133,237
134,216
135,219
136,234
137,228
138,238
139,229
140,224
141,217
142,226
143,230
144,218
145,213
146,230
147,222
148,210
149,206
150,214
151,214
152,206
153,209
154,208
155,190
156,150
157,156
158,144
159,150
160,156
161,156
162,158
163,163
164,154
165,150
166,156
167,143
168,164
169,155
170,154
171,148
172,150
173,151
174,154
175,151
176,154
177,148
178,152
179,152
180,144
181,145
182,146
183,145
184,152
185,152
186,146
187,150
188,134
189,138
190,152
191,152
192,140
193,143
194,116
195,131
196,140
197,134
198,154
199,148
200,148
201,149
202,138
203,142
204,124
205,132
206,138
207,140
208,146
209,141
210,134
211,126
212,118
213,132
214,128
215,139
216,128
217,128
218,134
219,133
220,136
221,136
222,130
223,133
224,140
225,141
226,142
227,145
228,140
229,132
230,126
231,130
232,112
233,118
234,128
235,132
236,130
237,122
238,120
239,118
240,114
241,121
242,134
243,133
244,122
245,116
246,136
247,127
248,132
249,127
250,124
251,120
252,124
253,129
254,118
255,116
256,126
257,127
258,116
259,117
260,104
261,110
262,122
263,126
264,122
265,120
266,110
267,114
268,126
269,122
270,100
271,103
272,118
273,119
274,112
275,114
276,108
277,120
278,106
279,104
280,116
281,116
282,110
283,109
284,104
285,106
286,116
287,121
288,110
289,108
290,114
291,112
292,100
293,105
294,118
295,112
296,108
297,107
298,104
299,103
300,102
301,104
302,110
303,108
304,106
305,106
306,102
307,103
308,106
309,104
310,108
311,102
312,76
313,71
314,86
315,85
316,78
317,74
318,76
319,82
320,68
321,73
322,80
323,78
324,78
325,77
326,82
327,84
328,82
329,81
330,76
331,73
332,76
333,82
334,68
335,69
336,62
337,70
338,88
339,74
340,88
341,91
342,62
343,64
344,76
345,75
346,78
347,79
348,74
349,73
350,78
351,73
352,80
353,77
354,82
355,82
356,64
357,66
358,86
359,82
360,76
361,73
362,78
363,72
364,82
365,76
366,80
367,75
368,76
369,77
370,74
371,76
372,76
373,73
374,78
375,74
376,86
377,77
378,66
379,68
380,70
381,73
382,78
383,75
384,80
385,77
386,68
387,72
388,72
389,64
390,60
391,64
392,80
393,72
394,78
395,73
396,60
397,64
398,86
399,81
400,68
401,70
402,78
403,77
404,76
405,71
406,72
407,71
408,78
409,71
410,60
411,70
412,60
413,65
414,70
415,68
416,78
417,72
418,82
419,76
420,68
421,71
422,64
423,64
424,54
425,52
426,66
427,67
428,80
429,72
430,66
431,67
432,82
433,71
434,70
435,69
436,60
437,65
438,66
439,62
440,76
441,71
442,72
443,77
444,56
445,62
446,60
447,64
448,68
449,72
450,66
451,71
452,68
453,68
454,74
455,74
456,74
457,68
458,78
459,68
460,66
461,66
462,62
463,64
464,68
465,66
466,50
467,55
468,64
469,68
470,54
471,66
472,60
473,64
474,62
475,61
476,58
477,59
478,64
479,61
480,56
481,58
482,56
483,60
484,64
485,65
486,70
487,67
488,70
489,66
490,58
491,60
492,48
493,58
494,66
495,61
496,64
497,64
498,68
499,67
500,58
501,58
502,64
503,63
504,56
505,59
506,62
507,63
508,70
509,63
510,62
511,62
512,54
513,57
514,70
515,66
516,68
517,65
518,56
519,58
520,62
521,57
522,54
523,55
524,62
525,61
526,66
527,66
528,66
529,64
530,60
531,58
532,64
533,60
534,56
535,58
536,60
537,63
538,62
539,64
540,56
541,52
542,52
543,54
544,54
545,60
546,52
547,60
548,52
549,54
550,56
551,58
552,58
553,61
554,44
555,54
556,70
557,59
558,54
559,51
560,56
561,58
562,58
563,56
564,62
565,58
566,56
567,56
568,52
569,54
570,50
571,54
572,52
573,52
574,62
575,61
576,66
577,63
578,52
579,53
580,54
581,58
582,52
583,54
584,54
585,51
586,52
587,55
588,56
589,59
590,56
591,56
592,54
593,54
594,54
595,52
596,58
597,55
598,54
599,55
600,50
601,52
602,50
603,52
604,52
605,52
606,56
607,54
608,56
609,51
610,62
611,60
612,48
613,51
614,50
615,55
616,44
617,50
618,52
619,53
620,48
621,52
622,54
623,54
624,44
625,43
626,36
627,33
628,38
629,40
630,44
631,48
632,34
633,37
634,40
635,38
636,36
637,37
638,42
639,44
640,46
641,42
642,32
643,36
644,40
645,39
646,44
647,41
648,40
649,40
650,40
651,43
652,32
653,37
654,42
655,45
656,38
657,43
658,38
659,38
660,42
661,38
662,42
663,40
664,32
665,35
666,40
667,39
668,52
669,43
670,36
671,35
672,36
673,32
674,34
675,40
676,34
677,37
678,46
679,36
680,36
681,41
682,40
683,43
684,50
685,42
686,28
687,30
688,36
689,36
690,44
691,40
692,40
693,40
694,38
695,38
696,38
697,37
698,40
699,39
700,38
701,38
702,42
703,38
704,38
705,37
706,44
707,42
708,36
709,37
710,44
711,41
712,44
713,41
714,28
715,33
716,30
717,33
718,48
719,44
720,36
721,39
722,36
723,39
724,30
725,32
726,42
727,37
728,34
729,35
730,48
731,40
732,40
733,38
734,40
735,39
736,34
737,31
738,46
739,40
740,44
741,40
742,38
743,40
744,36
745,36
746,42
747,37
748,38
749,40
750,36
751,34
752,40
753,43
754,42
755,35
756,42
757,39
758,34
759,37
760,32
761,36
762,30
763,32
764,44
765,44
766,34
767,37
768,36
769,37
770,42
771,39
772,38
773,34
774,38
775,38
776,38
777,39
778,34
779,30
780,30
781,28
782,34
783,36
784,32
785,36
786,38
787,36
788,32
789,37
790,36
791,35
792,34
793,31
794,34
795,36
796,30
797,38
798,40
799,40
800,36
801,39
802,28
803,31
804,36
805,39
806,36
807,37
808,38
809,40
810,36
811,32
812,38
813,37
814,38
815,34
816,38
817,38
818,44
819,37
820,34
821,33
822,30
823,32
824,48
825,41
826,30
827,31
828,40
829,40
830,30
831,31
832,32
833,37
834,38
835,39
836,28
837,35
838,40
839,37
840,36
841,38
842,28
843,33
844,36
845,32
846,38
847,36
848,32
849,27
850,32
851,29
852,24
853,28
854,34
855,36
856,32
857,35
858,44
859,37
860,34
861,29
862,42
863,37
864,34
865,39
866,38
867,38
868,26
869,31
870,38
871,36
872,34
873,37
874,24
875,28
876,36
877,37
878,30
879,32
880,26
881,34
882,34
883,32
884,34
885,35
886,36
887,42
888,32
889,34
890,22
891,26
892,40
893,35
894,30
895,32
896,36
897,36
898,32
899,35
900,42
901,36
902,38
903,39
904,36
905,36
906,32
907,36
908,28
909,31
910,40
911,39
912,34
913,36
914,38
915,36
916,30
917,39
918,32
919,32
920,28
921,31
922,34
923,33
924,34
925,37
926,24
927,27
928,38
929,40
930,28
931,31
932,32
933,31
934,24
935,28
936,28
937,31
938,30
939,31
940,44
941,34
942,32
943,34
944,42
945,36
946,32
947,33
948,34
949,31
950,36
951,33
952,28
953,31
954,24
955,26
956,30
957,32
958,32
959,32
960,30
961,29
962,32
963,34
964,24
965,26
966,30
967,29
968,36
969,38
970,28
971,31
972,34
973,36
974,36
975,34
976,32
977,32
978,38
